,sents,labels
0,二百五十一; 九百七十三,1
892,三十二; 七百六十七,1
893,八百五十九; 三百八十五,0
894,七百五; 三百六十七,0
895,百八十; 二百六十六,1
896,二百八十八; 六百五十五,1
897,九百二十三; 四百八,0
898,三百三十一; 四百八十一,1
899,七十四; 四百四十八,1
900,六百五十九; 二百十八,0
901,二百六十三; 百二十九,0
902,四百二; 五百四十七,1
903,八百一; 七百七十八,0
904,九百十九; 百八十六,0
905,三百; 二十八,0
906,二百二; 八百六十九,1
907,四百五十六; 四十五,0
908,百七十七; 九,0
909,二百四十八; 五百十二,1
910,六百三十一; 五百六十六,0
911,四百四十一; 百六十,0
912,七百三十二; 三百四十二,0
913,四十九; 二百八十五,1
914,七百十六; 二十七,0
915,六百四十八; 三百三十七,0
916,九百四十九; 六百七十五,0
917,百九十七; 三百十,1
918,四百六十九; 三百三十三,0
919,三百八; 三百三十,1
920,三百九十五; 七百八十一,1
921,六百六; 七百六十,1
922,九百三十九; 九十八,0
923,五百二十五; 五百六十二,1
924,六百三十四; 九百,1
925,八百二十六; 四百九十一,0
926,四百四十四; 八百八十六,1
927,八百七十九; 百二十,0
928,五百六十二; 四百三十六,0
929,六百三十九; 五百六十二,0
930,八百三十四; 八百五十四,1
931,二百四十七; 六百九,1
932,九百十三; 五十四,0
933,十一; 二百四十八,1
934,二百七十八; 二百十七,0
935,六百七十七; 三百八十二,0
936,三百三十八; 四百,1
937,三百三十四; 八百八十七,1
938,六百一; 八百十九,1
939,九百四十二; 四百七十,0
940,九百十五; 八百十七,0
941,九百五十; 九百五十九,1
942,四百四十六; 九十八,0
943,五百三十二; 百十七,0
944,七百二十六; 七百六十八,1
945,三百九十八; 二十四,0
946,百二十八; 三百七十八,1
947,四百四十四; 四百八十二,1
948,九百十七; 九百四十九,1
949,四百四十七; 百四十七,0
950,六百八十五; 二百八十八,0
951,三百八十七; 七百四十三,1
952,六百五十三; 四百十七,0
953,四百二十九; 八百二十八,1
954,二百一; 四十五,0
955,三百六十一; 四百二十八,1
956,六百十一; 百五十五,0
957,五百六十; 四百五十三,0
958,九百五十三; 三百二十四,0
959,三百三十二; 四百二十四,1
960,三百十七; 五百四十四,1
961,百四十一; 四百三十六,1
962,七百九十六; 四百七十四,0
963,八百三十六; 九百四十九,1
964,七百九十; 三十一,0
965,三百六十六; 九百七十三,1
966,八百九十四; 七百二十九,0
967,百三十二; 七百二十一,1
968,八百二十九; 七百七十三,0
969,五百九十一; 三十七,0
970,二百七十四; 八百三十三,1
971,二百十六; 二百五十六,1
972,二百七十三; 六百二十四,1
973,六十一; 四百三十五,1
974,三百四十三; 七百八十五,1
975,二百十五; 六百四十二,1
976,六百二十二; 五百二十三,0
977,八百五十八; 九百十五,1
978,八百二十九; 四百三十一,0
979,二百六十一; 二百七,0
980,六百十; 八百五十四,1
981,二百七十四; 九百三十七,1
982,七百五十八; 四百八十四,0
983,二百九; 二百三十,1
984,五百三; 九百一,1
985,三百六十; 五百六十八,1
986,九百六十; 八百十六,0
987,五百三; 三百六十七,0
988,五百二十一; 八百九十四,1
989,二百五十七; 三百十四,1
990,八百五十六; 七百二十四,0
991,五百十四; 七十,0
992,九百四十六; 六百七十七,0
993,二百九十一; 九百二十,1
994,百八十七; 九百三十一,1
995,五十七; 六百六十,1
996,六百五十; 六百八十九,1
997,五百六十四; 四百六十,0
998,百八十二; 三百六十九,1
999,九百四十九; 八百三十五,0
1000,八百四十一; 七百四十五,0
1001,五百四十三; 三百十九,0
1002,三百八十五; 九百八十四,1
1003,五百五; 九百六十六,1
1004,七百二十九; 七百六十五,1
1005,四十六; 二百二十一,1
1006,三十; 七百九十一,1
1007,九百十; 五百七十八,0
1008,七百三十五; 九百二十六,1
1009,百九十一; 八百三十九,1
1010,六百十四; 四百四十八,0
1011,百九十一; 七百九十二,1
1012,四百十九; 六百六十一,1
1013,五百六十九; 三百七十一,0
1014,八百四十二; 三百九十八,0
1015,三百八十二; 六百二十,1
1016,九百七十; 二百三十八,0
1017,二百五; 五百四十四,1
1018,三十四; 七百十九,1
1019,七百四十八; 五百,0
1020,五百八十七; 六百十六,1
1021,九百七十八; 六百十六,0
1022,百二十四; 六百五十八,1
1023,二百七十一; 百四十六,0
1024,二百八十一; 九百三十九,1
1025,七百八十六; 四百九十,0
1026,四百七; 四百五十八,1
1027,九百七十九; 百九十五,0
1028,三百八十三; 七百九十一,1
1029,三百六十六; 六百二,1
1030,四百七十三; 六百五十八,1
1031,四百三十七; 三百二十二,0
1032,三百四; 七百五十,1
1033,百八十七; 八百六十四,1
1034,二百五十五; 七百八十九,1
1035,二百九十五; 五百五十二,1
1036,八百八十; 九百二十五,1
1037,三十一; 八百二十二,1
1038,二百十六; 七百十三,1
1039,百八; 百五十二,1
1040,四百十五; 八百十五,1
1041,八十一; 四百二十,1
1042,八百七十七; 二百六十九,0
1043,七百七; 三百三十五,0
1044,三百三十; 七十三,0
1045,九百八十五; 四十,0
1046,七十五; 三十三,0
1047,八十八; 九百八十八,1
1048,十八; 六百一,1
1049,三百七十二; 五百二十五,1
1050,六百六十八; 五百四十二,0
1051,百六十二; 四百八十四,1
1052,九百九十四; 二百八,0
1053,百二十九; 九百八十九,1
1054,二百二十一; 六百九十三,1
1055,八百二十六; 七百四十四,0
1056,百四十六; 三百六十七,1
1057,七百七十二; 六百十七,0
1058,七百十七; 二百九十五,0
1059,二百十一; 四百十三,1
1060,二百八十一; 三十三,0
1061,三百四十二; 百三十七,0
1062,八百九十一; 七百九十九,0
1063,六百五十; 九百七十二,1
1064,八百五十六; 六百三十九,0
1065,六百八十四; 七百八十七,1
1066,七百二十五; 三十四,0
1067,六十七; 四百四十四,1
1068,七百七十七; 八百六十八,1
1069,百五十七; 三百七十九,1
1070,四百四十八; 三百九十三,0
1071,五百七; 五百九十一,1
1072,五百九十一; 二百八十七,0
1073,九百七十八; 五百六十,0
1074,七十四; 七百六十九,1
1075,九百四十六; 七百三十三,0
1076,三百九十八; 四百五十五,1
1077,二百二十六; 三百四十三,1
1078,五百三十八; 九百九十八,1
1079,六百二十七; 二百四十,0
1080,六百二; 九百九十,1
1081,五百五十四; 三百四十一,0
1082,二百七十二; 八百八十四,1
1083,五百九十八; 三十四,0
1084,六百二十九; 三百一,0
1085,五百十一; 八十三,0
1086,三百九十三; 七百六十九,1
1087,九百三十六; 五百三,0
1088,九百二十五; 七百二十六,0
1089,四百三十三; 五百五十五,1
1090,百九十七; 八百三十九,1
1091,八百七; 三百七,0
1092,百二十八; 百三十九,1
1093,四百四; 九百四十一,1
1094,六百; 八百十三,1
1095,五百十二; 九百六十六,1
1096,百七十三; 五百九十三,1
1097,七百十二; 六百八十一,0
1098,九百十六; 四百六十九,0
1099,六百十一; 三百十,0
1100,二百四十四; 五百二十八,1
1101,九百五十八; 百十一,0
1102,四百三十四; 二百三十五,0
1103,八百七十二; 三百一,0
1104,六百八十七; 七百二十,1
1105,百六十六; 六百二十二,1
1106,九百六十五; 九十三,0
1107,二十三; 八百七十,1
1108,四百三十八; 八百八十六,1
1109,九百二十九; 二百五十五,0
1110,九百七十四; 六百七十四,0
1111,百七十一; 五百四十四,1
1112,八百九十四; 二百三十,0
1113,九百六十八; 七百九十二,0
1114,二百四十八; 八百八十二,1
1115,五百七十三; 五百十八,0
1116,四百二十五; 三百九十六,0
1117,七百八十六; 八百九十一,1
1118,五百八十七; 二百七十二,0
1119,五百七十五; 八百五十,1
1120,四百七十六; 八百二十,1
1121,九百二十五; 百五十七,0
1122,三百二十六; 百四十三,0
1123,百三十五; 七百三十三,1
1124,七百十九; 百四十一,0
1125,六百四十三; 七百六十五,1
1126,九; 五百六十七,1
1127,三百七十九; 百九十四,0
1128,六百六十一; 七百十八,1
1129,二百五十九; 七百七十八,1
1130,六百六十二; 二百九十二,0
1131,二百九十四; 八百三十六,1
1132,二百六十六; 四百七十六,1
1133,九百九十; 七百三十八,0
1134,二十一; 五百八十二,1
1135,二十五; 二百二十三,1
1136,百三十二; 七百十二,1
1137,八百六十八; 五百四,0
1138,九百八十五; 八百五十三,0
1139,九十九; 七百二,1
1140,二百七十七; 四百六十六,1
1141,八百五十八; 百八十二,0
1142,八百二十三; 七百八十四,0
1143,七百五十五; 千,1
1144,四百十五; 三百十三,0
1145,四百三十九; 五百九十八,1
1146,九百六十四; 五,0
1147,四百三十; 百九十八,0
1148,六百九十七; 二百六十八,0
1149,八百九十; 四百四十八,0
1150,三; 三百五十七,1
1151,九百六十四; 七百六十三,0
1152,七百二十一; 六百十一,0
1153,二百八十四; 二百五十六,0
1154,八百五十五; 四十八,0
1155,四百四十六; 四百二,0
1156,二百二十一; 九百二十四,1
1157,七百八十五; 八百二十四,1
1158,三百七; 二百九十,0
1159,九百九十四; 五百六十九,0
1160,九百四十三; 八百三十三,0
1161,八百十; 十八,0
1162,八百九十三; 七十四,0
1163,九百六十一; 八百二十六,0
1164,七百四十九; 四百五,0
1165,六百五; 二百八十七,0
1166,三百四十; 百五十五,0
1167,三百六十五; 九百七十八,1
1168,八百八十; 百七十五,0
1169,百七十八; 六百八十,1
1170,五百七; 六百六十七,1
1171,三百四十一; 三百七十七,1
1172,四百六十九; 二百三十六,0
1173,八十七; 百六十,1
1174,百十九; 九百九十一,1
1175,七百二十六; 四百五十九,0
1176,四百一; 五百二十五,1
1177,三百二十; 二百九十三,0
1178,五百六十六; 百八,0
1179,百七; 三百八十三,1
1180,八十一; 七百十九,1
1181,九十一; 三百六十六,1
1182,三百二十六; 九百九十八,1
1183,九十九; 五百九十,1
1184,九百七十五; 九百六十九,0
1185,四百十一; 五十四,0
1186,五百七十八; 五百三十,0
1187,六百九十七; 百二,0
1188,四百八十六; 八百五十八,1
1189,二百七十一; 九百八十一,1
1190,百三十一; 六百二十一,1
1191,八百八十三; 六百五十一,0
1192,七百九十三; 二百六十三,0
1193,六百九十七; 八百三十五,1
1194,八百三十七; 四百九十一,0
1195,五百三; 二十八,0
1196,四百六十七; 百九十二,0
1197,四百三十; 百三十,0
1198,三百三十; 六百二十四,1
1199,三百五十四; 五百七十四,1
1200,七百七十九; 二百五十四,0
1201,四百五十六; 百九十三,0
1202,六百十七; 二百八十三,0
1203,百七十一; 九百九十四,1
1204,七百八十一; 五百六十四,0
1205,八百九十四; 二百九十七,0
1206,五百十九; 五百三,0
1207,六十六; 八百八十六,1
1208,五百十; 五百七十七,1
1209,七百四十一; 九百二十八,1
1210,三百四十七; 八十五,0
1211,百十八; 五十三,0
1212,百二十二; 百,0
1213,七百三十七; 七百二十,0
1214,二百五十八; 三十四,0
1215,五百九十四; 七百五十,1
1216,二十六; 八百二十八,1
1217,九百六十七; 九百八十七,1
1218,六百十二; 八百九十九,1
1219,六十五; 九百八十七,1
1220,二百六十; 百六十九,0
1221,四百五十; 六百六十七,1
1222,九百七十四; 六十九,0
1223,五百九十四; 九百五十二,1
1224,八百三十七; 百二十,0
1225,五十五; 二百九十六,1
1226,六百七十一; 五百三十五,0
1227,二百七十五; 五百五十二,1
1228,十五; 五百四,1
1229,四百; 百四十七,0
1230,六十二; 六百五十六,1
1231,七百六十五; 百六十一,0
1232,九百九十八; 百十,0
1233,九十八; 四百四十一,1
1234,五百九十九; 八百三十四,1
1235,五百二十七; 八百十,1
1236,三百三十; 八百三十四,1
1237,七百二; 二百二十五,0
1238,五百三十四; 二百十八,0
1239,六百九十六; 五百十八,0
1240,六十九; 三百五十六,1
1241,七百三十二; 四百十四,0
1242,六百四十八; 五百九十八,0
1243,二百六十八; 百六十六,0
1244,五百四十五; 八百九十三,1
1245,六百四十九; 二百十一,0
1246,六百六十八; 十一,0
1247,五百八十四; 七百七十七,1
1248,六百九十三; 八十四,0
1249,四百六十八; 七百五十五,1
1250,八百四十六; 百六十一,0
1251,四百八十四; 三十六,0
1252,五百三十八; 六百二十九,1
1253,三百五十二; 六百二十八,1
1254,五百十八; 百六十四,0
1255,三百八; 七百五十五,1
1256,七百三十六; 六百六十二,0
1257,七百五十六; 四百三十七,0
1258,十; 四百三十四,1
1259,二百八十二; 五百九十三,1
1260,六百六十七; 百三十一,0
1261,八百四十五; 七百九十八,0
1262,二百六十八; 二百八十四,1
1263,四百二十五; 六百八十六,1
1264,八百六十八; 九百六十四,1
1265,七百九十; 八百六十五,1
1266,八百七十九; 九百九十三,1
1267,四百五十二; 二百七十八,0
1268,七百二十; 四十四,0
1269,五百四十八; 三百五十五,0
1270,七百九十六; 六百二十六,0
1271,六百二十九; 七,0
1272,九百九十八; 八百七十九,0
1273,五百三; 五百九十六,1
1274,三百九十七; 三百五,0
1275,百九十; 三百六十六,1
1276,三百十八; 四百五十八,1
1277,九百八十八; 六百十四,0
1278,五百十九; 四百六十三,0
1279,五百二十; 三百五十二,0
