,sents,labels
0,huit cent soixante douze; trois cent quarante huit,0
590,six cent soixante neuf; sept cent quatre vingt dix sept,1
591,trois cent cinq; neuf cent soixante seize,1
592,cinq cent cinquante quatre; deux cent vingt quatre,0
593,huit cent quarante huit; quatre cent trente,0
594,trois cent soixante quatre; quatre cent vingt trois,1
595,six cent soixante dix huit; huit cent vingt trois,1
596,trente six; quatre cent soixante deux,1
597,cent trente cinq; trois cent trente trois,1
598,neuf cent soixante sept; neuf cent soixante neuf,1
599,cent trente et un; trois cent dix sept,1
600,trois cent quatre vingt sept; deux cent vingt huit,0
601,quatre cent cinquante; neuf cent soixante trois,1
602,quatre; deux cent vingt huit,1
603,neuf cent trente; cent quatre vingt quatre,0
604,six cent quatre vingt deux; deux cent cinquante neuf,0
605,quatre cent soixante sept; huit cent quatre vingt quinze,1
606,sept cent soixante et un; neuf cent trois,1
607,cinq cent dix huit; six cent quatre vingt trois,1
608,neuf cent soixante quatre; neuf cent quatre vingt cinq,1
609,quatre cent quarante cinq; deux cent neuf,0
610,quatre cent quatre vingt neuf; cinq cent deux,1
611,quatre; trois cent soixante six,1
612,deux cent treize; neuf cent quatre vingt seize,1
613,six cent seize; neuf cent cinquante et un,1
614,neuf cent trente; neuf cent quatre vingts,1
615,neuf cent soixante et onze; six cent cinq,0
616,sept cent deux; six cent neuf,0
617,six cent huit; quarante trois,0
618,neuf cent soixante et un; soixante douze,0
619,soixante neuf; quatre cent cinquante deux,1
620,neuf cent soixante dix huit; huit cent trente,0
621,deux cent quatre vingts; huit cent soixante deux,1
622,sept cent quatre vingt quinze; quatre vingt quatorze,0
623,trois cent cinquante quatre; trois cent sept,0
624,sept cent vingt cinq; neuf cent quarante,1
625,cinq cent quarante trois; cinq cent seize,0
626,cent cinquante quatre; deux cent quatre vingt onze,1
627,cinq cent trente huit; sept cent cinquante trois,1
628,sept cent quatre vingt quatre; trois cent seize,0
629,neuf cent quatre vingt dix; sept cent quarante,0
630,huit cent soixante dix neuf; deux cent quarante deux,0
631,cinq cent soixante cinq; cent quatre vingt seize,0
632,sept cent soixante; neuf cent cinquante huit,1
633,huit cent soixante sept; neuf cent soixante huit,1
634,trois cent quatre vingt trois; deux cent cinquante quatre,0
635,huit cent trente; six cent quarante huit,0
636,trois cent soixante deux; sept cent quarante six,1
637,cent quatre vingt dix huit; cinq cent quarante six,1
638,trente cinq; huit cent quatre vingt huit,1
639,cinq cent trente deux; six cent quarante huit,1
640,huit; cent cinquante,1
641,trois cent soixante six; deux cent cinquante cinq,0
642,cinq cent dix sept; neuf cent vingt neuf,1
643,quatre cent quatre vingt treize; quatre cent douze,0
644,cinquante quatre; neuf cent cinquante sept,1
645,deux cent quatre vingt treize; neuf cent trente sept,1
646,soixante et un; cinq cent cinquante,1
647,cinq cent trente; sept cent douze,1
648,quatre cent quatre vingt onze; soixante quinze,0
649,quatre vingt treize; huit cent soixante seize,1
650,huit cent sept; six cent un,0
651,six cent soixante cinq; sept cent quatre vingt douze,1
652,quatre cent trente cinq; neuf cent quatre vingt quatre,1
653,neuf cent soixante dix huit; sept cent cinquante huit,0
654,cent vingt quatre; cinquante,0
655,cent quatre vingt six; six cent trente huit,1
656,trois cent quarante deux; sept cent dix huit,1
657,six cent trente deux; deux cent deux,0
658,cinq cent treize; trois cent sept,0
659,neuf cent neuf; quatre cent trente neuf,0
660,neuf cent quatre vingt trois; quarante deux,0
661,deux cent quatre vingt neuf; trois cent vingt,1
662,quatre cent trente six; trente,0
663,trois cent quatorze; quatre cent trente deux,1
664,cinq cent soixante et onze; vingt,0
665,huit cent soixante dix; quatre cent quatre vingt neuf,0
666,quatre cent quatre vingt dix neuf; huit cent quatre vingt six,1
667,trois cent quatre vingt quatorze; six cent vingt trois,1
668,neuf cent neuf; neuf cent soixante et onze,1
669,huit cent vingt cinq; huit cent soixante treize,1
670,deux cent dix huit; trois cent vingt cinq,1
671,trois cent six; quatre cent cinquante cinq,1
672,deux cent quatre vingt trois; trois cent onze,1
673,cent cinquante deux; neuf cent quatre vingt cinq,1
674,huit cent soixante dix huit; cinq cent trente six,0
675,cent vingt; huit cent quarante quatre,1
676,huit cent vingt trois; sept cent soixante trois,0
677,neuf cent trente cinq; cinq cent vingt sept,0
678,sept cent six; soixante trois,0
679,neuf cent trente deux; deux cent quinze,0
680,cinq cent dix; cent quarante deux,0
681,six cent vingt neuf; neuf cent cinq,1
682,deux cent quinze; cent vingt six,0
683,cinq cent trente sept; soixante douze,0
684,quatre cent cinquante deux; huit cent cinquante,1
685,trois cent sept; six cent quatre vingt dix,1
686,soixante dix huit; neuf cent cinquante deux,1
687,sept cent quarante quatre; cinq cent quarante et un,0
688,neuf cent treize; quatre cent quarante huit,0
689,cinq cent quatre vingt dix huit; cinq cent trente huit,0
690,cinq cent quatre vingt quatorze; cent vingt cinq,0
691,sept cent trente trois; cinq cent huit,0
692,quatre cent quatre vingt quatorze; sept cent vingt et un,1
693,trois cent quarante trois; quatre cent quatre vingt neuf,1
694,cent trente neuf; trois cent cinquante six,1
695,neuf cent soixante six; six cent trois,0
696,cinq cent quarante; huit cent onze,1
697,huit cent quatre vingt dix neuf; quatre vingt trois,0
698,six cent quatre vingt huit; huit cent vingt quatre,1
699,huit cent cinquante trois; vingt deux,0
700,sept cent quatre vingt seize; trois cent quatre vingt cinq,0
701,quatre cent dix huit; soixante deux,0
702,sept cent cinquante deux; neuf cent soixante quinze,1
703,cinq cent trente; trois cent quatre vingt huit,0
704,sept cent onze; quatre cent quarante deux,0
705,sept cent dix huit; huit cent quarante cinq,1
706,deux cent cinquante deux; cent quatre vingt dix sept,0
707,deux cent cinquante trois; neuf cent quinze,1
708,huit cent soixante quatre; deux cent soixante et un,0
709,cent quatre vingt quinze; sept cent seize,1
710,huit cent soixante deux; deux cent trente cinq,0
711,huit cent soixante deux; trois cent cinquante deux,0
712,deux cent quarante quatre; six cent vingt cinq,1
713,quatre vingt quatre; cent neuf,1
714,quatre cent quatre vingt dix sept; sept cent treize,1
715,cent soixante quatre; neuf cent soixante douze,1
716,neuf cent soixante dix; cinq cent trente,0
717,quatre cent cinquante sept; cinq cent cinquante trois,1
718,quatre; cent neuf,1
719,cinquante sept; huit cent soixante trois,1
720,quatre vingt quatorze; sept cent soixante et un,1
721,soixante dix neuf; huit cent vingt huit,1
722,cent soixante; trois cent trente et un,1
723,cent quatre vingt neuf; quatre vingt dix,0
724,sept cent quatre vingt deux; cinq cent quatre vingt douze,0
725,cinq cent soixante et onze; quarante deux,0
726,cent quatre vingt trois; quatre cent soixante quatorze,1
727,sept cent quatre vingt cinq; quatre cent soixante dix huit,0
728,quatre cent quinze; trois cent soixante dix neuf,0
729,deux cent cinquante quatre; quatre cent soixante quinze,1
730,huit cent vingt; deux cent trente,0
731,sept cent soixante quinze; deux cent dix neuf,0
732,neuf cent quarante trois; deux cent soixante six,0
733,cent soixante neuf; neuf cent vingt et un,1
734,six cent soixante dix sept; sept cent cinquante sept,1
735,soixante douze; trois cent onze,1
736,sept cent quatre vingt quinze; trois cent vingt neuf,0
737,quatre cent vingt; trois cent soixante quinze,0
738,deux cent soixante huit; trois cent trente deux,1
739,six cents; deux cent cinquante cinq,0
740,quatre cent cinquante sept; cent cinquante trois,0
741,trois cent soixante quinze; six cent quarante sept,1
742,trois cent soixante dix neuf; quatre vingt sept,0
743,sept cent soixante quatorze; trois cent dix neuf,0
744,sept cent cinq; cinq cent vingt cinq,0
745,six cent soixante dix huit; sept cent trente,1
746,cent soixante dix sept; quatre cent soixante quinze,1
747,six cent soixante et onze; cent six,0
748,neuf cent trente neuf; sept cent neuf,0
749,neuf cent soixante dix sept; deux cent quatre vingt deux,0
750,cinq cent quatre vingt dix neuf; sept cent quatorze,1
751,cent quatre; cent quatre vingt seize,1
752,douze; huit cent un,1
753,trois cent soixante seize; cent dix sept,0
754,trois cent soixante huit; neuf cent soixante huit,1
755,quatre cent quatre vingt quatre; trente cinq,0
756,quatre cent trente sept; cent quarante neuf,0
757,cent vingt trois; trois cent cinquante six,1
758,dix huit; sept cent cinquante sept,1
759,cinq cent vingt six; cent trois,0
760,trois cent quatre vingt trois; deux cent trente cinq,0
761,cent cinquante six; trois cent quatre vingt neuf,1
762,huit cent trente et un; six cent cinquante cinq,0
763,huit cent trente six; neuf cent douze,1
764,deux cent vingt cinq; neuf cent quatorze,1
765,trois cent quatre vingt dix huit; neuf cent huit,1
766,six cent soixante neuf; douze,0
767,soixante dix; deux cent quatre vingt quatre,1
768,trois cent deux; quatre cent trente huit,1
769,cinq cent quatre vingt onze; sept cent quatre vingt dix,1
770,neuf cent trente sept; cent quatre vingt onze,0
771,cent dix neuf; trente sept,0
772,huit cent trente neuf; quatre cent vingt cinq,0
773,sept cent vingt et un; trois cent soixante sept,0
774,cinquante cinq; neuf cent cinquante deux,1
775,trois cent soixante et onze; huit cent cinquante cinq,1
776,cent trente quatre; six cent quatorze,1
777,quatre cent douze; cent quatre vingt dix sept,0
778,soixante neuf; six cent vingt et un,1
779,cent deux; deux cent vingt huit,1
780,deux cent soixante et onze; huit cent soixante et onze,1
781,deux cent trente six; six cent quatre vingts,1
782,huit cent soixante huit; soixante dix,0
783,quatre cent soixante six; cinq cent soixante six,1
784,six cent dix huit; six cent cinquante neuf,1
785,sept cent trente; deux cent trente neuf,0
786,sept cent vingt huit; soixante quinze,0
787,quatre cent quatre vingt douze; deux cent quarante huit,0
788,soixante et onze; six cent soixante,1
789,neuf cent soixante dix; cent quatre vingt seize,0
790,soixante quinze; quatre cent cinquante,1
791,sept cent quarante deux; huit cent soixante sept,1
792,six cent quatre vingt huit; neuf cent quatre vingt seize,1
793,sept cent quarante et un; cinq cent quatorze,0
794,deux cent soixante dix; six cent vingt quatre,1
795,trois cent trente et un; six cent soixante dix sept,1
796,six cent cinq; quatre cent quatre vingt quinze,0
797,soixante quatre; six cent quatre vingt un,1
798,cinq cent vingt et un; trois cent soixante huit,0
799,cent trente neuf; deux cent vingt sept,1
800,cent soixante neuf; cent trente sept,0
801,sept cent quarante cinq; deux cent trente neuf,0
802,cinq cent quatre vingt sept; cinq cent soixante neuf,0
803,neuf cent vingt trois; huit cent vingt quatre,0
804,six cent quatre vingt treize; cinq cent cinquante deux,0
805,neuf cent sept; trois cent trois,0
806,neuf cent quinze; cent vingt trois,0
807,soixante quatre; cinq cent quatre vingt treize,1
808,soixante dix; huit cent quarante huit,1
809,sept cent soixante quatorze; trois cent quarante deux,0
810,deux cent cinquante trois; cinq cent vingt quatre,1
811,six cent six; quarante,0
812,cent quatre vingt un; trois cent vingt six,1
813,neuf cent douze; six cent quatre vingt quinze,0
814,quatre cent un; huit cent soixante douze,1
815,trois cent soixante six; deux cent un,0
816,sept cent seize; cent trente trois,0
817,six cent soixante seize; quatre cent quarante neuf,0
818,neuf cent trente neuf; huit cent vingt neuf,0
819,deux cent onze; six cent quatre vingt dix huit,1
820,cinq cent quarante et un; huit cent quatre vingt dix,1
821,huit cent soixante quatre; cent quarante neuf,0
822,neuf cent dix neuf; cent soixante dix,0
823,trois cent sept; six cent quatre vingt quatorze,1
824,quatre cent quatre vingt onze; six cent vingt cinq,1
825,cinq; sept cent trente trois,1
826,cent quarante sept; cent quarante six,0
827,douze; soixante douze,1
828,sept cent soixante et un; cinq cent soixante trois,0
829,neuf cent soixante dix huit; cinq cent cinquante deux,0
830,deux cent quarante deux; huit cent quarante deux,1
831,cent soixante dix neuf; sept cent vingt quatre,1
832,neuf cent douze; cinq cent cinquante,0
833,six cent quarante; trois cent quarante neuf,0
834,deux cent soixante trois; neuf cent soixante dix huit,1
835,cent quatre vingt quatorze; quatre cent soixante douze,1
836,sept cent quatorze; six cent soixante quatre,0
837,deux cent deux; deux cent soixante et un,1
838,cent; trois cent soixante douze,1
839,quatre cent vingt trois; cent soixante,0
840,quatre vingt quinze; six cent soixante huit,1
841,cent quarante neuf; quarante sept,0
842,cent quatre; six cent deux,1
843,deux cent quatre vingt onze; cent trente trois,0
844,neuf cent soixante sept; six cent dix,0
845,cent cinquante huit; cent quatre vingt un,1
846,quatre cent soixante sept; cent quatre vingt treize,0
847,quatre vingt dix huit; sept cent quatorze,1
848,cent quarante trois; trois cent soixante trois,1
849,trois cent cinq; trois,0
850,six cent vingt cinq; sept cent trente sept,1
851,quatre cent quatre vingt un; trois cent quatre vingts,0
852,deux cent vingt et un; trois cent soixante dix sept,1
853,neuf cent onze; sept cent quarante cinq,0
854,cinq cent trente six; six cent quinze,1
855,neuf cent trente; cinq cent soixante quinze,0
856,huit cent trois; sept cent vingt huit,0
857,neuf cent quatre vingt neuf; deux cent quatre vingt quatorze,0
858,trois cent quatre vingt neuf; six cent soixante et onze,1
859,neuf cent soixante dix; huit cent quatre vingt cinq,0
860,six cent soixante deux; sept cent cinquante,1
861,quatre vingt seize; quatre cent cinquante huit,1
862,neuf cent quarante sept; cent seize,0
863,cent cinquante et un; sept cent quatre vingt six,1
864,sept cent trente deux; trois cent soixante dix huit,0
865,sept cent quatre vingt dix neuf; sept cent soixante neuf,0
866,deux cent seize; deux cent soixante quinze,1
867,quatre vingt dix huit; cent quatre vingt six,1
868,sept cent quatre vingt dix neuf; six cent quarante trois,0
869,huit cent soixante; six cent vingt trois,0
870,six cent quarante quatre; neuf cent onze,1
871,deux cent soixante six; huit cent quarante,1
872,sept cent vingt trois; quatre vingt dix huit,0
873,cent onze; quatre cent soixante deux,1
874,trois cent trois; cinq cent cinquante quatre,1
875,soixante treize; deux cent quatre vingt quinze,1
876,quatre cent quatre vingt seize; six cent cinquante cinq,1
877,vingt trois; vingt deux,0
878,cinq cent trente trois; quatre cent quatre vingt neuf,0
879,deux cent soixante sept; quatre cent vingt huit,1
880,soixante dix; six cent quatre vingt quinze,1
881,six; cent vingt six,1
882,deux cent quatre vingts; quarante,0
883,trois cent quatre vingt trois; trois cent quatre vingt neuf,1
884,quatre vingt quatorze; sept cent douze,1
885,trois cent vingt neuf; huit cent vingt,1
886,cinq cent soixante et onze; sept cent quarante huit,1
887,huit cent quarante; cinq cent quinze,0
888,sept cent quarante sept; sept cent vingt neuf,0
889,soixante dix neuf; neuf cent dix sept,1
890,trois cent vingt deux; cent quatre vingt treize,0
891,trois cent quarante trois; deux cent trente six,0
892,huit cent quatre vingt quinze; sept cent soixante cinq,0
